n_shots,classifier,trial,accuracy,macro_f1,roc_auc,time_s
32,Random Forest,2,0.7333948339483395,0.6934721577686108,0.8419958415214794,1.1708879470825195
32,Random Forest,3,0.746309963099631,0.7191242692469184,0.8392229318126543,1.2369563579559326
32,Random Forest,4,0.7232472324723247,0.690298138496504,0.8361188822929316,1.129390001296997
32,Random Forest,5,0.7398523985239852,0.7102092589073777,0.8363325264756681,1.168316125869751
32,Random Forest,6,0.6789667896678967,0.6532945085471139,0.8149644022654271,1.1233899593353271
32,Random Forest,7,0.7232472324723247,0.6896199926789289,0.8386517870388104,1.2581379413604736
32,Random Forest,8,0.7666051660516605,0.7307357798619147,0.851034608777773,1.1451621055603027
32,Random Forest,9,0.6964944649446494,0.6581402342860327,0.8148552340346347,1.1482374668121338
32,SVM (RBF),0,0.7453874538745388,0.6935990794071011,0.8344829669607515,0.18686199188232422
32,SVM (RBF),1,0.6752767527675276,0.6388846163323989,0.8214506985140008,0.19191598892211914
32,SVM (RBF),2,0.7214022140221402,0.6842042171975292,0.8424046807913177,0.1893761157989502
32,SVM (RBF),3,0.7555350553505535,0.7123413042527904,0.8196843150199515,0.17715835571289062
32,SVM (RBF),4,0.7149446494464945,0.6743069985622272,0.8345925886948296,0.16611075401306152
32,SVM (RBF),5,0.7121771217712177,0.6616339008698581,0.8113263350267997,0.18667364120483398
32,SVM (RBF),6,0.7112546125461254,0.6708496366397365,0.8060962718216673,0.19760751724243164
32,SVM (RBF),7,0.7047970479704797,0.6569065672021526,0.8209359993154052,0.18720221519470215
32,SVM (RBF),8,0.7343173431734318,0.6949434348352402,0.8371117522164109,0.1851041316986084
32,SVM (RBF),9,0.6780442804428044,0.6410212289940814,0.8192215351942783,0.1831834316253662
32,Nearest Centroid,0,0.698339483394834,0.6340673366342987,0.7793562085221608,0.05577421188354492
32,Nearest Centroid,1,0.6715867158671587,0.6092404400243449,0.7872913057841568,0.05149388313293457
32,Nearest Centroid,2,0.7075645756457565,0.6393263778132199,0.8065090177314067,0.05583071708679199
32,Nearest Centroid,3,0.7195571955719557,0.6561285749814514,0.8053470560076795,0.05061173439025879
32,Nearest Centroid,4,0.6946494464944649,0.6323184947430215,0.7919109311603955,0.051291704177856445
32,Nearest Centroid,5,0.6752767527675276,0.601772069891109,0.7906870395119399,0.05218911170959473
32,Nearest Centroid,6,0.690959409594096,0.6224943910490686,0.7904129604755998,0.047873497009277344
32,Nearest Centroid,7,0.6771217712177122,0.6073094774012818,0.7909625178394555,0.049816131591796875
32,Nearest Centroid,8,0.7020295202952029,0.6271550975477748,0.797462945889402,0.05181097984313965
32,Nearest Centroid,9,0.6761992619926199,0.6090577270405849,0.784477821915654,0.04803609848022461
64,Logistic Regression,0,0.7257085020242915,0.6918239409223362,0.8413373206476655,0.10650420188903809
64,Logistic Regression,1,0.7115384615384616,0.6803000093796282,0.8493764090179697,0.11291360855102539
64,Logistic Regression,2,0.6831983805668016,0.6459332174501383,0.8309173642612845,0.11348986625671387
64,Logistic Regression,3,0.6902834008097166,0.6610129990271312,0.8394144132710376,0.11226177215576172
64,Logistic Regression,4,0.6649797570850202,0.6421939186514267,0.8364830906573195,0.1237185001373291
64,Logistic Regression,5,0.7257085020242915,0.6896617860308208,0.8497001730304817,0.12499475479125977
64,Logistic Regression,6,0.6761133603238867,0.6399956009068622,0.8375258250848087,0.11168360710144043
64,Logistic Regression,7,0.72165991902834,0.6950831734163244,0.8617471009394784,0.11492180824279785
64,Logistic Regression,8,0.7155870445344129,0.6816846455084734,0.8453372669661237,0.10705852508544922
64,Logistic Regression,9,0.6771255060728745,0.6516626447616298,0.8308345475586857,0.10846543312072754
64,Decision Tree,0,0.6244939271255061,0.571487152264225,0.699472047058254,0.17301034927368164
64,Decision Tree,1,0.555668016194332,0.536201644456189,0.6713603684293339,0.1826024055480957
64,Decision Tree,2,0.5840080971659919,0.5596563328350265,0.6813000931966449,0.1928696632385254
64,Decision Tree,3,0.5091093117408907,0.4958091125505176,0.6390105421139903,0.19941282272338867
64,Decision Tree,4,0.5890688259109311,0.5445568027279452,0.6697241621379553,0.20745348930358887
64,Decision Tree,5,0.582995951417004,0.5501865785027531,0.6750143426005496,0.19239568710327148
64,Decision Tree,6,0.5799595141700404,0.5460100260460141,0.6641943936771524,0.19462800025939941
64,Decision Tree,7,0.5769230769230769,0.5652085287146148,0.6891773277980174,0.21190857887268066
64,Decision Tree,8,0.6123481781376519,0.570685145375135,0.6911868653247962,0.19585156440734863
64,Decision Tree,9,0.5921052631578947,0.5718287700498855,0.6968002686968205,0.18734383583068848
64,Random Forest,0,0.7520242914979757,0.7122082472287463,0.825088767672706,1.0455589294433594
64,Random Forest,1,0.7540485829959515,0.7213997960650586,0.8679667058183393,0.9885239601135254
